Database,Keyword,Seed keyword,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,SERP Features,Trend,Click potential,Competitors
us,ezetimibe 10 mg tablet side effects,ezetimibe,,90,89.25,2.44,0.11,276000,"Featured Snippet, People Also Ask, Site Links, FAQ","0.24,0.24,0.24,0.33,0.52,0.43,0.43,0.43,0.67,0.43,1.00,0.67",20,"""Ezetimibe Oral : Uses, Side Effects, Interactions, Pictures ..."":""https://www.webmd.com/drugs/2/drug-64335/ezetimibe-oral/details""
""Ezetimibe (Oral Route) Side Effects - Mayo Clinic"":""https://www.mayoclinic.org/drugs-supplements/ezetimibe-oral-route/side-effects/drg-20067172""
""Zetia (ezetimibe): Basics, Side Effects & Reviews - GoodRx"":""https://www.goodrx.com/ezetimibe/what-is""
""Zetia Side Effects - GoodRx"":""https://www.goodrx.com/zetia/side-effects""
""Ezetimibe Side Effects: Common, Severe, Long Term - Drugs ..."":""https://www.drugs.com/sfx/ezetimibe-side-effects.html""
""ezetimibe (Zetia) Uses, Side Effects & Dosage - MedicineNet"":""https://www.medicinenet.com/ezetimibe/article.htm""
""Ezetimibe: a medicine used to treat high blood cholesterol - NHS"":""https://www.nhs.uk/medicines/ezetimibe/""
""Zetia (Ezetimibe) - Side Effects, Interactions, Uses, Dosage ..."":""https://www.everydayhealth.com/drugs/zetia""
""Ezetrol 10mg Tablets - Patient Information Leaflet (PIL) - (emc)"":""https://www.medicines.org.uk/emc/product/6792/pil""
""Ezetimibe: MedlinePlus Drug Information"":""https://medlineplus.gov/druginfo/meds/a603015.html"""
us,ezetimibe 10 mg tablet,ezetimibe,,3600,90.05,1.83,0.19,367000,"Featured Snippet, People Also Ask, Site Links, FAQ","0.35,0.44,0.67,0.54,0.67,0.44,0.54,0.67,0.67,0.44,0.81,1.00",20,"""Ezetimibe: Side Effects, Dosage, Uses, and More - Healthline"":""https://www.healthline.com/health/ezetimibe-oral-tablet""
""Zetia (ezetimibe): Basics, Side Effects & Reviews - GoodRx"":""https://www.goodrx.com/ezetimibe/what-is""
""Zetia (Ezetimibe Tablets) Side effects, Images, Uses, Dosage ..."":""https://www.rxlist.com/zetia-drug/patient-images-side-effects.htm""
""Zetia (Ezetimibe Tablets): Uses, Dosage, Side Effects ... - RxList"":""https://www.rxlist.com/zetia-drug.htm""
""ezetimibe 10 mg tablet | Kaiser Permanente"":""https://healthy.kaiserpermanente.org/health-wellness/drug-encyclopedia/drug.ezetimibe-10-mg-tablet.446639""
""Ezetimibe 10 mg tablets - Patient Information Leaflet (PIL ..."":""https://www.medicines.org.uk/emc/product/9109/pil""
""Ezetimibe Uses, Dosage, Side Effects - Drugs.com"":""https://www.drugs.com/ezetimibe.html""
""Ezetimibe Oral tablet - CVS Pharmacy"":""https://www.cvs.com/drug/ezetimibe""
""ezetimibe (Zetia) Uses, Side Effects & Dosage - MedicineNet"":""https://www.medicinenet.com/ezetimibe/article.htm""
""ezetimibe Pictures & Common Dosing - ScriptSave WellRx"":""https://www.wellrx.com/ezetimibe/drug-images/"""
us,ezetimibe simvastatin vs vytorin,ezetimibe,,90,86.42,0.00,0.00,91300,"Featured Snippet, People Also Ask, Site Links, Adwords Bottom","0.11,0.11,0.11,0.11,0.11,0.22,0.78,1.00,0.33,0.00,0.33,0.00",20,"""Lipitor (atorvastatin) vs. Vytorin (simvastatin & ezetimibe)"":""https://www.medicinenet.com/lipitor_atorvastatin_vs_vytorin_simvastatin_ezetim/article.htm""
""Vytorin (Ezetimibe and Simvastatin): Uses, Dosage, Side ..."":""https://www.rxlist.com/vytorin-drug.htm""
""Side Effects of Vytorin (Ezetimibe and Simvastatin), Warnings ..."":""https://www.rxlist.com/vytorin-side-effects-drug-center.htm""
""Dose-comparison study of the combination of ezetimibe and ..."":""https://pubmed.ncbi.nlm.nih.gov/15864235/""
""Vytorin (ezetimibe / simvastatin): Basics, Side Effects & Reviews"":""https://www.goodrx.com/vytorin/what-is""
""Compare Vytorin vs Simvastatin - Iodine.com"":""https://www.iodine.com/compare/vytorin-vs-simvastatin""
""Ezetimibe/Simvastatin (Vytorin) for Hypercholesterolemia ..."":""https://www.aafp.org/afp/2005/1115/p2081.html""
""Vytorin (Ezetimibe And Simvastatin) - Side Effects, Interactions ..."":""https://www.everydayhealth.com/drugs/vytorin""
""Ezetimibe And Simvastatin (Oral Route) Side Effects - Mayo ..."":""https://www.mayoclinic.org/drugs-supplements/ezetimibe-and-simvastatin-oral-route/side-effects/drg-20062939?p=1""
""Clinical Trial of Zocor (Simvastatin) and Vytorin (Ezetimibe ..."":""https://clinicaltrials.gov/ct2/show/NCT00477204"""
us,stopping statins cold turkey,statins,,320,78.45,0.90,0.14,519000,"Site Links, People Also Ask, FAQ, Adwords Bottom","0.81,0.81,1.00,0.81,0.81,0.54,0.35,0.54,0.54,0.54,0.54,0.54",20,"""Statins: How to Safely Stop Taking These Cholesterol Drugs"":""https://www.healthline.com/health/high-cholesterol/how-to-safely-come-off-statins""
""Statin Withdrawal Hard on the Heart - WebMD"":""https://www.webmd.com/cholesterol-management/news/20060315/statin-withdrawal-hard-on-heart""
""Stopping Statins: Eight Reasons You Should Not Stop Your ..."":""https://www.goodrx.com/blog/stopping-statins-eight-reasons-you-should-not-stop-your-cholesterol-drug/""
""Coming off statins: Safety, side effects, and risks"":""https://www.medicalnewstoday.com/articles/325834""
""Can you Stop Taking Statins Once You Start? - UnityPoint ..."":""https://www.unitypoint.org/livewell/article.aspx?id=a99fee12-14fc-4367-b512-e140b35efbba""
""Statins: What happens to patients who stop taking them after ..."":""https://www.cnn.com/2017/07/24/health/statins-side-effects-outcomes-study/index.html""
""Why I Talked My Husband out of Taking Statins | Everday ..."":""https://www.everydayhealth.com/columns/my-health-story/why-i-talked-my-husband-out-of-taking-statins/""
""Top Ways To Get Off Statin Drugs | Dr. Chauncey Crandall"":""https://chaunceycrandall.com/top-ways-get-off-statin-drugs""
""Stopping cholesterol-lowering drugs could be deadly | Reuters"":""https://www.reuters.com/article/us-health-heart/stopping-cholesterol-lowering-drugs-could-be-deadly-idUSKBN1A92LP""
""Does stopping a statin increase the short-term risk of a ..."":""https://www.mdedge.com/familymedicine/article/62225/cardiology/does-stopping-statin-increase-short-term-risk-cardiovascular"""
us,statin allergy,statins,,260,82.04,1.53,0.11,666000,"People Also Ask, Site Links","0.67,0.67,0.82,1.00,0.67,0.44,0.54,0.82,0.82,0.82,0.82,0.82",20,"""Statin Allergy: An Evidence-Based Approach - The Journal of ..."":""https://www.jaci-inpractice.org/article/S2213-2198(15)00424-9/fulltext""
""Statin Intolerance: What Are the Symptoms? - Healthline"":""https://www.healthline.com/health/high-cholesterol/statin-intolerance-what-are-the-signs""
""Statin Intolerance: Not a Myth - American College of Cardiology"":""https://www.acc.org/latest-in-cardiology/articles/2015/08/11/09/16/statin-intolerance-not-a-myth""
""Treating statin-intolerant patients - NCBI - NIH"":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3138147/""
""Management of Statin Intolerance in 2018: Still More ..."":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5960491/""
""Statin allergy"":""https://www.aaaai.org/ask-the-expert/statin-allergy""
""Statins Side Effects: Pain, Inflammation, and More - WebMD"":""https://www.webmd.com/cholesterol-management/side-effects-of-statin-drugs""
""Hypersensitivity Reactions of Statins | Pharmaceutical Society ..."":""https://www.pss.org.sg/whats-happening/e-bulletin/issue-no-30/hypersensitivity-reactions-statins""
""Successful desensitization to rosuvastatin in a patient with a ..."":""https://www.jacionline.org/article/S0091-6749(12)01620-X/fulltext""
""Statin side effects: Weigh the benefits and risks - Mayo Clinic"":""https://www.mayoclinic.org/diseases-conditions/high-blood-cholesterol/in-depth/statin-side-effects/art-20046013"""
us,amgen pcsk9 outcomes trial,pcsk9,,40,70.23,0.00,0.00,86,,"0.00,0.00,1.00,0.20,0.80,0.00,0.40,0.20,0.20,0.20,0.20,0.00",90,"""Further Cardiovascular Outcomes Research With PCSK9 ..."":""https://www.acc.org/latest-in-cardiology/clinical-trials/2017/03/16/00/46/fourier""
""FOURIER Trial (Further Cardiovascular Outcomes Research ..."":""https://clinicaltrials.gov/ct2/show/NCT01764633""
""Landmark Outcomes Study Shows That Repatha ... - Amgen"":""https://www.amgen.com/newsroom/press-releases/2017/03/landmark-outcomes-study-shows-that-repatha-evolocumab-decreases-ldlc-to-unprecedented-low-levels-and-reduces-risk-of-cardiovascular-events-with-no-new-safety-issues""
""Amgen Announces New Four-Year Outcomes Study To ..."":""https://www.amgen.com/newsroom/press-releases/2019/03/amgen-announces-new-fouryear-outcomes-study-to-examine-longterm-effects-of-repatha-evolocumab-in-highrisk-cardiovascular-disease-cvd-patients-without-prior-heart-attack-or-stroke""
""Evolocumab and Clinical Outcomes in Patients with ..."":""https://www.nejm.org/doi/full/10.1056/nejmoa1615664""
""Effect of the PCSK9 Inhibitor Evolocumab on Total ... - PubMed"":""https://pubmed.ncbi.nlm.nih.gov/31116355/""
""AHA: Amgen Announces New FOURIER Analysis Showing ..."":""https://www.cathlabdigest.com/content/aha-amgen-announces-new-fourier-analysis-showing-repatha-evolocumab-reduced-cardiovascular-events-patients-prior-percutaneous-intervention""
""Praluent Cuts Deaths by 29% for Those With Highest ..."":""https://www.ajmc.com/view/praluent-cuts-deaths-by-29-for-those-with-highest-cholesterol-levels-odyssey-finds""
""Search Trials - Amgen - Clinical Trials - Amgen Trials"":""http://www.amgentrials.com/amgen/studysearch.aspx?SearchStr=pcsk9""
""Amgen And The Duke Clinical Research Institute Announce ..."":""https://www.prnewswire.com/news-releases/amgen-and-the-duke-clinical-research-institute-announce-initiation-of-first-large-scale-registry-to-evaluate-real-world-lipid-management-and-the-effectiveness-of-pcsk9-inhibitors-300958928.html"""
us,how to say ezetimibe,ezetimibe,,70,88.93,0.00,0.01,531000,"Featured Snippet, People Also Ask, Video, Reviews","0.14,0.29,1.00,0.29,0.43,0.14,0.14,0.14,0.14,0.14,0.14,0.14",100,"""How to Pronounce Ezetimibe (Zetia) Correctly - ClinCalc"":""https://clincalc.com/PronounceTop200Drugs/HowToPronounce/ezetimibe""
""How to Pronounce Ezetimibe; simvastatin (Vytorin) Correctly"":""https://clincalc.com/PronounceTop200Drugs/HowToPronounce/ezetimibesimvastatin""
""How To Pronounce Ezetimibe - YouTube"":""https://www.youtube.com/watch?v=JFcKGB8fqbg""
""(CC) How to Pronounce ezetimibe (Zetia ... - YouTube"":""https://www.youtube.com/watch?v=6K7YJgqFK0w""
""How to pronounce ezetimibe / simvastatin (Vytorin ... - YouTube"":""https://www.youtube.com/watch?v=MimgIV6wxao""
""How to Pronounce Ezetimibe | Ezetimibe ... - YouTube"":""https://www.youtube.com/watch?v=jWVR24_afgw""
""Ezetimibe Medical Definition | Merriam-Webster Medical ..."":""https://www.merriam-webster.com/medical/ezetimibe""
""Unpronounceable drug names - NCBI - NIH"":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6299177/""
""ezetimibe pronunciation: How to pronounce ezetimibe in English"":""https://forvo.com/word/ezetimibe/""
""How to pronounce Ezetimibe | HowToPronounce.com"":""https://www.howtopronounce.com/ezetimibe"""
us,pcsk9 lp a,pcsk9,,20,73.42,0.00,0.10,0,"Site Links, People Also Ask","0.14,0.57,0.14,0.43,0.14,1.00,0.14,0.14,0.29,0.14,0.14,0.71",20,"""Does Lowering Lp(a) with a PCSK9 Inhibitor Reduce ..."":""https://www.jwatch.org/na50782/2020/02/11/does-lowering-lp-with-pcsk9-inhibitor-reduce""
""Lipoprotein(a) and PCSK9 inhibition: clinical evidence ..."":""https://academic.oup.com/eurheartjsupp/article/22/Supplement_L/L53/5989616""
""Lipoprotein(a), PCSK9 Inhibition, and Cardiovascular Risk"":""https://pubmed.ncbi.nlm.nih.gov/30586750/""
""Lipoprotein(a), PCSK9 Inhibition, and Cardiovascular Risk ..."":""https://www.ahajournals.org/doi/10.1161/CIRCULATIONAHA.118.037184""
""PCSK9 inhibition isn't the answer for high Lp(a) | MDedge ..."":""https://www.mdedge.com/endocrinology/article/193333/lipid-disorders/pcsk9-inhibition-isnt-answer-high-lpa""
""Lipoprotein(a) reductions from PCSK9 inhibition and major ..."":""https://www.atherosclerosis-journal.com/article/S0021-9150(19)31353-X/fulltext""
""Cardiovascular Benefit of Lipoprotein(a) Reduction With ..."":""https://www.endocrinologyadvisor.com/home/topics/cardiovascular-and-metabolic-disorders/cardiovascular-benefit-of-lipoproteina-reduction-with-pcsk9-inhibitor/""
""Metabolic effects of PCSK9 inhibition with Evolocumab in ..."":""https://lipidworld.biomedcentral.com/articles/10.1186/s12944-020-01280-0""
""Lipoprotein(a) reductions from PCSK9 inhibition and major ..."":""https://www.sciencedirect.com/science/article/pii/S002191501931353X""
""Lp(a) Reduction Contributes to Alirocumab's Treatment ..."":""https://www.tctmd.com/news/lpa-reduction-contributes-alirocumabs-treatment-benefit-odyssey-outcomes"""
us,pcsk9 inhibitors mechanism of action,pcsk9,,140,77.13,9.07,0.13,105000,"Site Links, People Also Ask, Adwords Bottom","0.35,0.19,0.23,0.19,0.23,0.15,0.15,0.15,0.29,0.35,0.54,1.00",20,"""PCSK9 inhibitors – mechanisms of action - NCBI - NIH"":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5079795/""
""PCSK9 Inhibitors: Mechanism of Action, Efficacy ... - PubMed"":""https://pubmed.ncbi.nlm.nih.gov/30207556/""
""PCSK9 inhibitors: Pharmacology, adverse effects, and use ..."":""https://www.uptodate.com/contents/pcsk9-inhibitors-pharmacology-adverse-effects-and-use""
""PCSK9 Inhibitors in Lipid Management of Patients With ..."":""https://www.ahajournals.org/doi/full/10.1161/jaha.118.008953""
""PCSK9 Inhibitors: Mechanisms of Action, Metabolic Effects ..."":""https://www.annualreviews.org/doi/full/10.1146/annurev-med-042716-091351""
""Role of PCSK9 in the regulation of LDL cholesterol - PACE-CME"":""https://pace-cme.org/2016/09/12/role-of-pcsk9-in-the-regulation-of-ldl-cholesterol/""
""How Do PCSK9 Inhibitors Lower Cholesterol? - WebMD"":""https://www.webmd.com/cholesterol-management/pcsk9-inhibitors-treatment""
""PCSK9 Inhibitors - Reviews in Cardiovascular Medicine"":""https://rcm.imrpress.com/EN/article/downloadArticleFile.do?attachType=PDF&id=84""
""PCSK9 inhibitors - Straight Healthcare"":""https://www.straighthealthcare.com/pcsk9-inhibitors.html""
""PCSK9 inhibitors Cholesterol Treatment & any side effects"":""https://www.heartuk.org.uk/getting-treatment/pcsk9-inhibitors"""
us,statin potency,statins,,260,76.71,1.63,0.03,322000,"Image Pack, People Also Ask, Site Links","1.00,1.00,1.00,1.00,1.00,0.81,0.66,0.81,0.81,0.81,0.81,0.81",20,"""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""Statin potency and the risk of hospitalization for community ..."":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5427241/""
""Statin Wars-Emphasis on Potency vs Event Reduction and ..."":""https://www.mayoclinicproceedings.org/article/S0025-6196(11)61275-5/fulltext""
""Statin Dose Comparison - Epocrates"":""https://www.epocrates.com/sites/default/files/res/dacc/2017/StatinDoseTablePL1703.pdf""
""NAPLEX Question of the Week: Potency and Statins ..."":""https://www.accessmedicinenetwork.com/posts/52608-naplex-question-of-the-week-potency-and-statins""
""Considerations in the Approach to Appropriate Statin Selection"":""https://www.uspharmacist.com/article/considerations-in-the-approach-to-appropriate-statin-selection""
""Potency Of Statins Linked To Muscle Side Effects"":""https://health.ucsd.edu/news/releases/Pages/2012-08-22-potency-of-statins-linked-to-muscle-pain.aspx""
""Statin Toxicity | Circulation Research - AHA Journals"":""https://www.ahajournals.org/doi/full/10.1161/CIRCRESAHA.118.312782""
""High-potency statin and ezetimibe use and mortality in ..."":""https://heart.bmj.com/content/100/11/867"""
us,pcsk9 rnai,pcsk9,,40,77.87,0.00,0.00,59100,"Site Links, Adwords Bottom","1.00,0.14,0.43,0.14,0.57,0.29,0.43,0.57,0.43,0.14,0.14,0.14",20,"""A Highly Durable RNAi Therapeutic Inhibitor of PCSK9 | NEJM"":""https://www.nejm.org/doi/full/10.1056/NEJMoa1609243""
""PCSK9-lowering RNAi contender clears first phase III trial"":""https://www.nature.com/articles/d41573-019-00153-1""
""PCSK9 -gene-silencing, cholesterol-lowering drug impresses ..."":""https://www.nature.com/articles/s41587-019-0351-4""
""FOURIER & PCSK9 RNAi: Towards enhancing durability and ..."":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5871401/""
""A Highly Durable RNAi Therapeutic Inhibitor of PCSK9"":""https://pubmed.ncbi.nlm.nih.gov/27959715/""
""RNA Interference for the Masses? siRNA Targeting PCSK9 ..."":""https://www.liebertpub.com/doi/pdf/10.1089/nat.2019.0835""
""RNA Interference for the Masses? siRNA Targeting PCSK9 ..."":""https://www.liebertpub.com/doi/10.1089/nat.2019.0835""
""Can siRNA inclisiran compete with the established PCSK9 ..."":""https://www.oligotherapeutics.org/can-sirna-inclisiran-compete-established-pcsk9-antibodies-hypercholesterolemia/""
""Effect of an siRNA Therapeutic Targeting PCSK9 on ..."":""https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.118.034710""
""A Highly Durable RNAi Therapeutic Inhibitor of ... - DOI.org"":""http://doi.org/10.1056/NEJMc1703361"""
us,ezetimibe pravastatin,ezetimibe,,70,88.02,0.00,0.11,226000,"Featured Snippet, People Also Ask, Site Links, FAQ, Adwords Bottom","0.43,0.14,0.14,1.00,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.14",20,"""Efficacy and safety of ezetimibe coadministered with ... - PubMed"":""https://pubmed.ncbi.nlm.nih.gov/12713766/""
""Adding ezetimibe to statin therapy: latest evidence and clinical ..."":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6044319/""
""Efficacy and safety of ezetimibe coadministered with ..."":""https://academic.oup.com/eurheartj/article/24/8/717/2733940""
""Ezetimibe: The Lower the LDL-C, the Better (Even for Total ..."":""https://www.acc.org/latest-in-cardiology/articles/2016/03/09/06/50/ezetimibe-the-lower-the-ldlc-the-better""
""Interactions between Ezetimibe-Atorvastatin Oral and ..."":""https://www.webmd.com/drugs/2/drug-164168/ezetimibe-atorvastatin-oral/details/list-interaction-details/dmid-2267/dmtitle-atorvastatin-20-mg-pravastatin-40-mg-clarithromycin/intrtype-drug""
""Efficacy and safety of ezetimibe coadministered with ..."":""https://eurheartj.oxfordjournals.org/content/24/8/717.full.pdf""
""Combination of a cholesterol-lowering statin and ezetimibe ..."":""https://www.health.harvard.edu/blog/combination-of-a-cholesterol-lowering-statin-and-ezetimibe-lowers-risk-of-a-heart-attack-or-stroke-201506048053""
""Atorvastatin And Ezetimibe (Oral Route) Side Effects - Mayo ..."":""https://www.mayoclinic.org/drugs-supplements/atorvastatin-and-ezetimibe-oral-route/side-effects/drg-20060992?p=1""
""Zetia (Ezetimibe Tablets): Uses, Dosage, Side Effects ... - RxList"":""https://www.rxlist.com/zetia-drug.htm""
""Efficacy, safety and tolerability of ongoing statin plus ezetimibe ..."":""https://bmcresnotes.biomedcentral.com/articles/10.1186/1756-0500-5-251"""
us,pcsk9 inhibitors trials,pcsk9,,30,72.79,5.12,0.21,203000,"Adwords Top, Site Links, Adwords Bottom","0.33,0.33,0.33,0.33,0.33,0.67,0.33,1.00,0.33,1.00,0.33,0.33",20,"""Further Cardiovascular Outcomes Research With PCSK9 ..."":""https://www.acc.org/latest-in-cardiology/clinical-trials/2017/03/16/00/46/fourier""
""Interpreting the Findings From the Recent PCSK9 Monoclonal ..."":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6414420/""
""Have the Major Cardiovascular Outcomes Trials Impacted ..."":""https://www.ahajournals.org/doi/10.1161/CIRCOUTCOMES.119.006019""
""Efficacy and Safety of PCSK9 Inhibition With Evolocumab in ..."":""https://jamanetwork.com/journals/jamacardiology/fullarticle/2769181""
""Landmark trials with PCSK9 inhibitors - PACE-CME"":""https://pace-cme.org/2018/12/11/landmark-trials-with-pcsk9-inhibitors/""
""Trials - PCSK9 Forum"":""https://www.pcsk9forum.org/education-resources/trials/""
""Lessons learned from the PCSK9 inhibitor trials | MDedge ..."":""https://www.mdedge.com/endocrinology/article/193300/lipid-disorders/lessons-learned-pcsk9-inhibitor-trials""
""Trial Assessing Long Term USe of PCSK9 Inhibition in ..."":""https://clinicaltrials.gov/ct2/show/NCT01624142""
""FOURIER Trial (Further Cardiovascular Outcomes Research ..."":""https://clinicaltrials.gov/ct2/show/NCT01764633""
""What Lessons Have We Learned and What Remains to be ..."":""https://link.springer.com/article/10.1007/s40119-020-00163-w"""
